home,away,team,matchweek,player,shot_type,situation,player_coordinates_x,player_coordinates_y,player_coordinates_z,body_part,goal_mouth_location,goal_mouth_coordinates_x,goal_mouth_coordinates_y,goal_mouth_coordinates_z,id,time,added_time,time_seconds,draw_start_x,draw_start_y,draw_end_x,draw_end_y,draw_goal_x,draw_goal_y,reversed_period_time,reversed_period_time_seconds,incident_type,block_coordinates_x,block_coordinates_y,block_coordinates_z,draw_block_x,draw_block_y,goal_type
aucas,tecnico,tecnico,2,Ronald Briones,goal,fast-break,7.121417759143278,37.420498622937444,0,right-foot,low-left,0,94.72402618930442,7.0,2575637,88,4.0,5608,94.48619214123873,1.174432538330131,88.74776464812606,0,51.73601632692911,93.0,1,692,shot,0.0,0.0,0.0,0.0,0.0,regular
aucas,tecnico,tecnico,2,Jefferson Caicedo,block,throw-in-set-piece,14.443270410725653,71.2232975860646,0,left-foot,low-left,0,36.86104645443013,19.0,2575579,77,0.0,4916,2.0603984730738816,21.15103579567748,72.95450587141201,0,63.02475369077268,81.0,9,484,shot,19.364678898304273,47.02289075350544,0.0,33.50933425900261,16.808011868529302,0
aucas,tecnico,tecnico,2,Cristian Tobar,miss,assisted,68.43787189181683,19.287533682894832,0,right-foot,high,0,55.02984767039992,61.1,2575555,68,0.0,4609,3.8578374256626518,24.180543256059885,100.0,0,37.28296678443654,25.01696129489296,14,791,shot,0.0,0.0,0.0,0.0,0.0,0
aucas,tecnico,aucas,2,Milton Maciel,save,assisted,35.62385907956254,58.15051008683358,0,left-foot,low-right,0,68.64884296472104,3.2,2575460,73,0.0,4043,20.434398301742306,50.94853827528573,41.9109098933667,0,69.55113356118272,66.54016815808204,23,1357,shot,1.7927752973603401,47.71346224373495,0.0,55.55057230120673,0.27460190310857646,0
aucas,tecnico,aucas,2,Juan Gonzalez,block,assisted,3.66629630857409,95.57733724164376,0,left-foot,low-centre,0,70.8508209519736,19.0,2575454,62,0.0,3861,84.27901090567181,26.442680369499065,87.1596952617012,0,50.39077880163771,81.0,26,1539,shot,10.273882343755176,25.046639763424835,0.0,63.24188465454928,14.755570196756437,0
aucas,tecnico,aucas,2,Milton Maciel,miss,assisted,52.67094372435557,26.12967324363033,0,left-foot,close-right,0,25.42982474264987,18.1,2575433,70,0.0,3787,32.855596315106744,52.1426814630708,86.97607280668576,0,52.00141052610928,49.03014890539757,27,1613,shot,0.0,0.0,0.0,0.0,0.0,0
aucas,tecnico,tecnico,2,Rodrigo Ruiz Díaz,miss,assisted,5.776428042155432,31.26196056086684,0,head,close-left,0,68.69547618947543,23.6,2575394,49,0.0,3418,63.92704697869179,11.234996451227579,13.453047231822111,0,25.59430875982666,95.93563477792074,34,1982,shot,0.0,0.0,0.0,0.0,0.0,0
aucas,tecnico,tecnico,2,Juan Gonzalez,miss,assisted,20.15654123854879,65.05743883955313,0,right-foot,high,0,74.00021168892705,61.1,2575368,60,0.0,3269,54.980745538231695,69.94483017561507,6.662307521967961,0,13.172289298752062,28.475430534544024,36,2131,shot,0.0,0.0,0.0,0.0,0.0,0
aucas,tecnico,aucas,2,Diego Armas,miss,free-kick,8.721182306405058,76.90170475298142,0,right-foot,close-high-left,0,77.74810401036349,43.1,2575361,62,0.0,3169,18.4743238633216,14.367178892418753,40.12212826740391,0,26.594364271911147,36.08969480437401,38,2231,shot,0.0,0.0,0.0,0.0,0.0,0
aucas,tecnico,tecnico,2,Renny Jaramillo,miss,assisted,3.9014907841308286,30.55392046094086,0,left-foot,left,0,100.0,33.3,2575367,55,0.0,2989,96.09099875544614,40.49853206610386,53.05007534664719,0,62.95054246449425,80.20163777082807,41,2411,shot,0.0,0.0,0.0,0.0,0.0,0
aucas,tecnico,tecnico,2,Ronald Briones,miss,regular,2.812568972870535,81.46805151215742,0,right-foot,high,0,28.258225499834595,62.5,2575227,54,2.0,2804,67.94984275798134,18.668352611231867,62.82216175211411,0,52.97295377623374,54.74726684546167,1,2596,shot,0.0,0.0,0.0,0.0,0.0,0
aucas,tecnico,tecnico,2,Jeison Medina,goal,regular,1.608483418556172,70.1613251874791,0,right-foot,low-right,0,73.8036282196289,3.2,2575213,45,0.0,2539,25.58073629981339,0.11748514856410663,61.41275272980734,0,87.00241188116466,48.33007727067822,3,161,shot,0.0,0.0,0.0,0.0,0.0,regular
aucas,tecnico,tecnico,2,Jeison Medina,post,regular,8.212307165512499,7.131702525148711,0,right-foot,right,0,6.901266209343341,4.4,2575220,44,0.0,2537,26.781402064771136,6.404626118761368,87.25827987946711,0,57.23252698414136,89.1002427824188,3,163,shot,0.0,0.0,0.0,0.0,0.0,0
aucas,tecnico,tecnico,2,Jeison Medina,save,assisted,4.521157246085936,68.22682398241189,0,head,low-centre,0,34.08216253446572,5.7,2575219,46,0.0,2535,3.259250772857854,0.8260558901653106,74.03564944744781,0,78.2084343362745,10.70393140881879,3,165,shot,1.8846996203803101,90.02320804561992,0.0,88.56294736914822,2.8246378188550114,0
aucas,tecnico,tecnico,2,Emmanuel Torres,miss,corner,9.44424547714649,6.153834485229986,0,head,right,0,23.16560264324447,27.8,2575206,48,0.0,2491,68.05865371392127,3.7165496139979037,100.0,0,86.19434110309483,90.26648404091377,4,209,shot,0.0,0.0,0.0,0.0,0.0,0
aucas,tecnico,tecnico,2,Jeison Medina,goal,assisted,18.059522361745103,36.55715796520095,0,right-foot,high-right,0,27.911709552821684,26.6,2575178,42,0.0,2016,52.91434314011,1.018133480669901,75.10380383246519,0,57.093562901110154,56.516431053314676,12,684,shot,0.0,0.0,0.0,0.0,0.0,regular
aucas,tecnico,aucas,2,Angelo Mina,post,assisted,4.495883145537585,94.30063907702116,0,head,high,0,67.69811003495889,39.2,2575193,36,0.0,1949,6.57872833475777,0.8231105760226818,65.02338532559895,0,14.821866969196883,23.763111505078186,13,751,shot,0.0,0.0,0.0,0.0,0.0,0
aucas,tecnico,aucas,2,Renny Jaramillo,save,set-piece,53.72493651406001,70.1919981955491,0,left-foot,high-centre,0,14.71571262106302,28.5,2575168,31,0.0,1834,54.51855007891435,22.882544985839303,25.71617945818295,0,9.19004463079434,9.402636835275487,15,866,shot,2.0,79.46751462729999,0.0,15.013075747479121,2.0,0
aucas,tecnico,aucas,2,Elvis Patta,goal,assisted,2.3900808017064357,100.0,0,head,high-centre,0,29.21913284520118,22.2,2575124,14,0.0,1268,100.0,12.982782109225578,7.177167195809957,0,8.773291630065842,100.0,24,1432,shot,0.0,0.0,0.0,0.0,0.0,regular
aucas,tecnico,tecnico,2,Elvis Patta,miss,assisted,11.702704403609228,100.0,0,right-foot,left,0,64.0,11.1,2575123,20,0.0,1161,99.65303682108691,24.544477923214796,36.0,0,36.0,54.587718235326065,26,1539,shot,4.2352601231572535,20.435279364679253,0.0,75.97964668931115,7.648752419323751,0
aucas,tecnico,tecnico,2,Renny Jaramillo,save,assisted,5.01057958521352,75.99225241506122,0,head,low-centre,0,50.0,15.2,2575117,10,0.0,1121,57.14609697283907,9.500337764070327,50.0,0,50.0,7.383749672703118,27,1579,shot,1.271869139545609,12.870677297252449,0.0,88.95938884059981,2.0100762264092276,0
aucas,tecnico,tecnico,2,Jeison Medina,miss,assisted,4.0,2.3751058084497885,0,right-foot,close-right,0,22.820544184199008,2.8,2575152,18,0.0,1115,17.63420952929571,4.0,100.0,0,35.94142604128959,29.279696760503157,27,1585,shot,0.8256854094467977,100.0,0.0,3.938573461896361,1.04411521953971,0
aucas,tecnico,aucas,2,Ronald Briones,block,assisted,3.8259209328216475,4.923741684923407,0,right-foot,low-centre,0,1.9319179043321384,19.0,2575144,19,0.0,933,2.722833418662212,4.857892892916736,6.115815291335835,0,75.29882221014472,81.0,30,1767,shot,3.1872526962072447,49.620565606722806,0.0,29.899280679873257,4.1628696654568005,0
aucas,tecnico,aucas,2,Renny Jaramillo,block,regular,9.436976024797506,38.09542889732349,0,right-foot,low-centre,0,48.50032771213709,19.0,2575032,2,0.0,34,2.1029455470097673,16.91471021775463,56.38659462084037,0,52.14760733447686,81.0,45,2666,shot,10.036225279372795,15.992785350589905,0.0,19.152949161015137,8.985945730515391,0
cumbaya,liga,cumbaya,2,Luis Estupiñan,save,assisted,26.5444498248256,50.72390634168297,0,right-foot,low-centre,0,60.99084928022771,10.8,2576772,83,2.0,5511,42.49834640282176,14.474610441184566,1.3008953321530328,0,43.87938028255469,100.0,1,789,shot,0.5321169348372532,94.23778598328757,0.0,11.877648780162652,0.882699891131983,0
cumbaya,liga,liga,2,Luis Caicedo,block,regular,27.0,18.939903842126988,0,right-foot,low-centre,0,77.16372983626191,11.1,2576769,89,0.0,5160,3.059039635594221,27.0,9.887415837142655,0,63.30347000297101,100.0,4,240,shot,18.41364992396975,24.2004048346395,0.0,22.115086308918016,5.874171175017338,0
cumbaya,liga,liga,2,Luis Gustavino,miss,free-kick,18.102738418404094,30.677433087538166,0,right-foot,left,0,33.9445303993008,31.9,2576761,80,0.0,5076,35.90294725005579,21.102009138479517,16.38562210022303,0,77.76919210348049,84.22523629639281,6,324,shot,0.0,0.0,0.0,0.0,0.0,0
cumbaya,liga,liga,2,Elian Carabali,miss,assisted,11.161863074807872,38.74951049078632,0,head,right,0,7.857775792137808,12.5,2576753,79,0.0,4771,56.63111099711243,16.84766710539325,55.47344192111949,0,100.0,68.83530093842626,11,629,shot,0.7348935000677423,73.10465081382627,0.0,100.0,2.9471264738819984,0
cumbaya,liga,cumbaya,2,Bruno Vides,goal,assisted,8.0,37.19522217121604,0,right-foot,low-left,0,40.60596449468277,10.8,2576746,70,0.0,4358,10.492287114974225,8.0,14.841570676464286,0,6.728439759542155,100.0,18,1042,shot,0.0,0.0,0.0,0.0,0.0,regular
cumbaya,liga,cumbaya,2,Michael Estrada,save,assisted,10.765435048727387,66.28551835138087,0,head,low-centre,0,57.63477027876542,5.1,2576745,62,0.0,4267,54.25156585303996,1.6977985052200593,35.62186725478241,0,60.66799678475626,20.02335920016577,19,1133,shot,0.19276733955205172,30.581595978257802,0.0,20.297112243844843,1.111685177004018,0
cumbaya,liga,liga,2,Michael Estrada,miss,corner,4.600975946349958,27.2916692777602,0,head,close-right,0,54.36565996780975,16.7,2576744,67,0.0,4232,93.20396480741573,6.400287880441082,83.75433922455629,0,94.60753573948993,80.31058621746904,20,1168,shot,0.18534055886714196,26.781770999398972,0.0,12.015560334982851,2.8373444665873526,0
cumbaya,liga,cumbaya,2,Alex Arce,goal,regular,4.0,13.685845044027474,0,right-foot,low-centre,0,4.388347053175977,7.6,2576708,55,0.0,3772,52.887542003147566,4.0,27.749661185583157,0,48.67392112112612,100.0,28,1628,shot,0.0,0.0,0.0,0.0,0.0,regular
cumbaya,liga,liga,2,Alex Arce,save,assisted,8.0,12.083079192276635,0,left-foot,low-centre,0,5.216291933820997,7.0,2576707,67,0.0,3771,4.643843806726814,8.0,29.728461846059517,0,91.09143313577262,93.0,28,1629,shot,5.699595752807353,90.04406795812842,0.0,20.029516634434486,3.8794078862071313,0
cumbaya,liga,liga,2,Maikel Valencia,miss,assisted,50.4265709138487,66.0,0,right-foot,high,0,84.18475958028233,69.4,2576703,65,0.0,3538,66.0,22.25420679659988,95.98588631218067,0,36.51961848052513,35.929703426502265,32,1862,shot,0.0,0.0,0.0,0.0,0.0,0
cumbaya,liga,liga,2,Alex Arce,goal,assisted,0.06853969464760379,18.360536446334756,0,head,low-left,0,54.18558874707035,5.7,2576696,44,0.0,3152,50.90936121370148,2.1136822363730596,83.87061028963004,0,11.921012002248212,100.0,38,2248,shot,0.0,0.0,0.0,0.0,0.0,regular
cumbaya,liga,cumbaya,2,Elian Carabali,miss,assisted,1.5694147661641384,63.68901968658606,0,right-foot,close-left,0,53.915983344590714,6.9,2576701,58,0.0,3106,31.09335969036713,0.17251533917270834,37.308922167033614,0,71.87708752891878,18.988634739846773,39,2294,shot,0.0,0.0,0.0,0.0,0.0,0
cumbaya,liga,liga,2,Luis Gustavino,miss,assisted,16.97500757668973,37.121681433476056,0,right-foot,left,0,60.0,16.7,2576695,49,0.0,3105,57.80792711426204,3.5305753643908915,40.0,0,40.0,100.0,39,2295,shot,13.078365891064715,78.3243927983099,0.0,25.210258378022978,11.758847661518407,0
cumbaya,liga,liga,2,Alex Arce,block,assisted,1.6221344096091261,46.0,0,right-foot,low-centre,0,67.32894843437985,19.0,2576693,42,0.0,2938,46.0,21.809312717122587,14.846480604404931,0,54.061979478575935,81.0,42,2462,shot,13.460913096481477,11.11700400695846,0.0,5.043729140863675,14.030690050978478,0
cumbaya,liga,cumbaya,2,Ariel Almagro,save,assisted,16.177053396419605,83.53669433739913,0,right-foot,low-centre,0,47.29457320982641,14.6,2576692,52,0.0,2904,90.72342271964413,22.894387481540566,66.26445863121613,0,60.86140826132113,100.0,42,2496,shot,2.841585060970199,50.0,0.0,50.0,5.54768924500526,0
cumbaya,liga,liga,2,Alexander Alvarado,miss,corner,28.974391040282935,55.0,0,right-foot,close-left,0,58.093037463627226,37.5,2576627,49,4.0,2906,55.0,29.992233443475467,55.19342680189861,0,10.082185523673644,36.45559232626539,1,2494,shot,0.0,0.0,0.0,0.0,0.0,0
cumbaya,liga,liga,2,Michael Estrada,post,penalty,14.467573561921633,50.0,0,right-foot,left,0,93.73041243183366,7.6,2576626,41,3.0,2839,50.0,12.97553808943439,45.2371951844984,0,66.57366078913378,100.0,1,2561,shot,0.0,0.0,0.0,0.0,0.0,0
cumbaya,liga,cumbaya,2,Elian Carabali,miss,assisted,15.728579511338669,55.0,0,left-foot,close-left,0,58.0,34.7,2576598,35,0.0,2459,55.0,8.284818276177365,42.0,0,42.0,79.32365209379388,5,241,shot,0.0,0.0,0.0,0.0,0.0,0
cumbaya,liga,cumbaya,2,Luis Gustavino,miss,assisted,47.961301541913706,100.0,0,right-foot,close-high-left,0,69.12311795270062,50.0,2576597,39,0.0,2349,100.0,2.8898635521403833,72.32663854687729,0,35.93878869427326,50.0,6,351,shot,0.0,0.0,0.0,0.0,0.0,0
cumbaya,liga,cumbaya,2,Ariel Almagro,miss,assisted,14.809452899103983,80.02501433073148,0,head,right,0,48.80114293199892,19.4,2576580,34,0.0,2039,100.0,7.446003191601447,52.072717652339435,0,100.0,100.0,12,661,shot,0.0,0.0,0.0,0.0,0.0,0
cumbaya,liga,cumbaya,2,Alejandro Altuna,miss,regular,44.27323122005704,69.67208782374368,0,right-foot,left,0,60.0,34.7,2576572,26,0.0,1593,16.780210781164158,27.25480634714513,40.0,0,40.0,16.745371147032273,19,1107,shot,0.0,0.0,0.0,0.0,0.0,0
cumbaya,liga,liga,2,Maikel Valencia,save,set-piece,24.647752896389072,29.401054988799945,0,right-foot,low-centre,0,14.361172162011812,10.8,2576571,28,0.0,1506,8.884742342547874,10.094843371764286,56.10150605070214,0,11.687388077846371,100.0,20,1194,shot,0.4420433074658221,25.779997157030877,0.0,22.37753832933865,1.4920915381234896,0
cumbaya,liga,cumbaya,2,Alejandro Altuna,block,regular,27.530342009090326,90.36591133382824,0,right-foot,low-centre,0,27.992006909503964,19.0,2576569,22,0.0,1419,9.123634153248872,18.182946532903763,50.39173558693894,0,64.87968154031543,81.0,22,1281,shot,15.0,10.973825995147621,0.0,27.308859763566247,15.0,0
cumbaya,liga,cumbaya,2,Alex Arce,miss,assisted,9.0,87.67259619231437,0,head,close-high-right,0,13.318297057297109,59.7,2576540,16,0.0,1178,62.24651778575891,9.0,35.830608992122954,0,100.0,60.57800545504743,26,1522,shot,0.0,0.0,0.0,0.0,0.0,0
cumbaya,liga,liga,2,Lisandro Alzugaray,goal,assisted,5.840331959604438,96.22864143987104,0,left-foot,low-right,0,56.556921825337845,17.1,2576502,13,0.0,611,82.69265721451922,16.697699063651513,64.44982245655675,0,41.30304891402823,54.8089133209927,35,2089,shot,0.0,0.0,0.0,0.0,0.0,regular
cumbaya,liga,liga,2,Óscar Zambrano,block,regular,45.03395605253979,75.84266854838523,0,right-foot,low-centre,0,71.78790324177785,19.0,2576497,6,0.0,225,84.19920666905344,37.55530623516661,71.2764717246928,0,37.345464616978674,81.0,42,2475,shot,31.134766688316855,28.72710193158487,0.0,51.513140848045225,16.03333442894311,0
emelec,mushuc-runa,mushuc-runa,2,Rodrigo Rivero,block,corner,12.0,16.253700964175408,0,left-foot,low-right,0,34.1621008594486,19.0,2564104,80,9.0,5906,19.716335591435218,12.0,14.136199198326665,0,59.49714722340755,81.0,1,394,shot,6.129694186223107,8.903189423365198,0.0,53.14763678698608,11.230498527430157,0
emelec,mushuc-runa,mushuc-runa,2,Joaquín Vergés,miss,regular,43.60175984388151,11.798803342974743,0,right-foot,right,0,46.06063133470335,8.3,2564082,81,0.0,5004,4.1717105546889925,7.36368752969803,68.05072298245477,0,100.0,49.90173924445064,7,396,shot,22.704463252541334,22.07983225664786,0.0,50.78632231702353,8.000569475008025,0
emelec,mushuc-runa,mushuc-runa,2,Washington Corozo,save,assisted,26.406806628923718,25.54435273903924,0,right-foot,high-left,0,79.30440634765334,22.8,2564079,83,0.0,4780,100.0,12.40733864337436,7.249944322207199,0,0.5839705106912092,42.877761208874816,11,620,shot,1.5074836024686875,41.63579932400636,0.0,91.79511069546925,1.5356774072344996,0
emelec,mushuc-runa,mushuc-runa,2,Marco Montaño,miss,set-piece,2.359807438238086,6.4839292941674245,0,right-foot,high,0,83.67877043499044,68.1,2564064,81,0.0,4752,25.477337431535084,47.44085584166915,76.93114493373335,0,66.83741240613455,1.5855667075993551,11,648,shot,0.0,0.0,0.0,0.0,0.0,0
emelec,mushuc-runa,emelec,2,Mauricio Alonso,miss,assisted,39.21718435235512,42.44034341408165,0,right-foot,close-high,0,91.74396317125112,56.9,2564047,70,0.0,4379,73.80066700448462,15.327638014652855,39.27177389701692,0,40.14107705164155,31.757811310959802,18,1021,shot,0.0,0.0,0.0,0.0,0.0,0
emelec,mushuc-runa,emelec,2,Jonathan Dos Santos,block,assisted,16.33420383297017,37.27866943265369,0,left-foot,low-left,0,77.0320078758793,19.0,2564042,76,0.0,4162,52.59575528270991,5.113544447669076,42.24944645720123,0,66.71890681259217,81.0,21,1238,shot,13.620113972627323,40.556338028674766,0.0,38.785148756101485,2.8980206590925546,0
emelec,mushuc-runa,emelec,2,Jaime Ayoví,save,set-piece,13.951227979751332,10.339915437380547,0,head,low-left,0,51.61114678591686,8.2,2564038,63,0.0,3899,12.1293223296233,12.265120976862898,88.64422756530409,0,46.613348744477506,100.0,26,1501,shot,1.7204485327970187,77.77469402066185,0.0,21.92292940765754,1.1996488325884287,0
emelec,mushuc-runa,emelec,2,Steven Tapiero,save,corner,4.884911051102058,2.93720883869932,0,head,low-left,0,43.47114295967033,12.0,2564026,52,0.0,3032,10.617536055374472,2.0067618216604846,15.616640745907063,0,34.42992105496394,88.0,40,2368,shot,0.06763383458655992,87.94567273292557,0.0,58.56167365478615,0.3665276934241603,0
emelec,mushuc-runa,mushuc-runa,2,Jonathan Dos Santos,block,corner,6.28301428572286,9.587472493714095,0,head,low-centre,0,15.405719370324626,19.0,2564022,56,0.0,3029,15.987881757534296,11.2170099986886,4.284391934748321,0,80.07365077544887,81.0,40,2371,shot,6.644686725764802,55.16167437926112,0.0,13.26011943688843,1.3165325169765092,0
emelec,mushuc-runa,emelec,2,Romario Caicedo,miss,corner,10.762685411146814,28.06527360173112,0,head,left,0,83.0,16.7,2564020,37,0.0,2805,83.90062302071793,8.511723146002739,17.0,0,17.0,100.0,44,2595,shot,1.8355448161520234,48.426543586489935,0.0,70.66614120625312,1.206104176369828,0
emelec,mushuc-runa,mushuc-runa,2,Aníbal Leguizamón,miss,assisted,11.072848019637492,10.187341129947178,0,right-foot,close-left,0,89.95631143540207,12.5,2564000,46,2.0,2817,50.11686150358894,10.087738278921202,22.73950844228655,0,38.015682942223606,100.0,1,2583,shot,0.0,0.0,0.0,0.0,0.0,0
emelec,mushuc-runa,emelec,2,Jean Carlos Estacio,miss,free-kick,37.437474435136096,14.912787704272894,0,right-foot,high,0,85.89948549287053,61.1,2563994,40,0.0,2695,60.4788025928921,0.12009049906149372,55.21168562924901,0,61.33534070185167,67.30725526644233,1,5,shot,0.0,0.0,0.0,0.0,0.0,0
emelec,mushuc-runa,emelec,2,Romario Caicedo,miss,set-piece,7.269880787539828,75.9913395303233,0,head,close-left,0,6.7614479306026425,11.1,2563993,52,0.0,2575,50.99568929256103,3.8994927247746656,12.903881641565647,0,72.41006510796831,100.0,3,125,shot,0.0,0.0,0.0,0.0,0.0,0
emelec,mushuc-runa,mushuc-runa,2,Marco Montaño,miss,set-piece,2.9066842004432623,21.0926949597025,0,left-foot,high,0,98.80181632908003,61.1,2563986,37,0.0,2190,100.0,13.488631856011747,3.2095311902606127,0,14.390242477736486,74.24575960773481,9,510,shot,0.0,0.0,0.0,0.0,0.0,0
emelec,mushuc-runa,emelec,2,Joaquín Vergés,block,free-kick,33.61994389767897,9.8952405421879,0,right-foot,low-centre,0,76.41211129463807,19.0,2563985,28,0.0,2187,58.229219224827496,36.23100694094726,32.11324176123153,0,50.41784627922495,81.0,9,513,shot,21.433075909464844,34.26648927936414,0.0,31.318456131046517,9.614572162572028,0
emelec,mushuc-runa,mushuc-runa,2,Facundo Castelli,block,regular,7.0,86.39523844755233,0,right-foot,low-right,0,48.0,19.0,2563991,30,0.0,1892,25.603693997831883,7.0,52.0,0,52.0,81.0,14,808,shot,5.982054223326854,13.540241721376418,0.0,72.95560660560427,8.28771168813311,0
emelec,mushuc-runa,emelec,2,Facundo Castelli,block,assisted,2.8261910370583987,62.083936737731264,0,left-foot,low-left,0,72.76380735446774,19.0,2563984,21,0.0,1741,30.286783769326235,3.5029827791954435,33.20867544452909,0,4.427700935721646,81.0,16,959,shot,5.44037426702561,1.1765053837243542,0.0,17.466930618267874,5.261877194571443,0
emelec,mushuc-runa,mushuc-runa,2,Facundo Castelli,save,assisted,8.186384273859385,20.0213577128822,0,left-foot,low-centre,0,71.71101695123161,2.5,2563977,19,0.0,1367,68.55341440106028,10.371949804137856,13.775281946401073,0,85.71066861981447,100.0,23,1333,shot,1.0,32.57337100988885,0.0,74.04641843684846,1.0,0
emelec,mushuc-runa,mushuc-runa,2,Romario Caicedo,save,assisted,24.0,100.0,0,left-foot,low-centre,0,94.85435395184763,7.0,2563973,14,0.0,1330,100.0,24.0,10.000994430851357,0,55.806534237111,93.0,23,1370,shot,2.7587025198177217,48.48357955611744,0.0,87.3560371627172,1.6612879149372457,0
emelec,mushuc-runa,mushuc-runa,2,Gustavo Cortez,save,regular,30.779631723203686,1.1476694361535777,0,left-foot,low-centre,0,93.57940517964155,9.5,2563969,12,0.0,1228,44.91936513682225,29.780181294775176,1.986237003258445,0,16.41684784382138,100.0,25,1472,shot,0.12221513141754148,70.7147394468243,0.0,63.227338563876586,0.526437863713868,0
emelec,mushuc-runa,emelec,2,Juan Ruiz Gómez,block,free-kick,13.83863126619657,4.117398812698436,0,right-foot,low-centre,0,56.5805393793393,19.0,2563951,27,0.0,1190,23.566243037491578,12.312008436601678,11.089657348876706,0,40.34091610803067,81.0,26,1510,shot,8.097559651479443,39.97131125925248,0.0,5.69415376323456,1.957983336402913,0
emelec,mushuc-runa,mushuc-runa,2,Juan Ruiz Gómez,save,assisted,8.0,76.96053096535289,0,head,low-left,0,20.983709486788392,5.1,2563944,11,0.0,964,3.641705654739752,8.0,36.422358403452684,0,85.67507151023176,76.36402204984446,29,1736,shot,1.0,82.72578150521075,0.0,83.51616919101396,1.0,0
emelec,mushuc-runa,emelec,2,Facundo Castelli,block,assisted,4.785840948856196,73.20338062229992,0,left-foot,low-left,0,43.31071367284751,19.0,2564147,4,0.0,814,55.84580754162049,9.275260008114849,89.32070490231193,0,61.385743468996864,81.0,32,1886,shot,5.0,22.76777220199513,0.0,75.92092512199373,5.0,0
emelec,mushuc-runa,mushuc-runa,2,Jonathan Dos Santos,miss,set-piece,11.35043143283959,86.54829351584267,0,head,close-left,0,100.0,18.1,2563943,2,0.0,540,83.3802342072046,10.013095426741275,2.495885397434442,0,73.32563094122763,100.0,36,2160,shot,0.0,0.0,0.0,0.0,0.0,0
imbabura,delfin,delfin,2,Nicolás Goitea,miss,corner,7.9,38.5,0,right-foot,high-left,0,61.7,43.1,2569870,90,0.0,5381,38.5,7.9,38.3,0,38.3,56.9,1,19,shot,0.0,0.0,0.0,0.0,0.0,0
imbabura,delfin,delfin,2,Jose Enrique Angulo,miss,corner,8.3,40.0,0,head,right,0,39.5,11.1,2569864,89,0.0,5284,40.0,8.3,60.5,0,60.5,88.9,2,116,shot,0.0,0.0,0.0,0.0,0.0,0
imbabura,delfin,delfin,2,Ignacio Gariglio,save,assisted,11.4,70.3,0,right-foot,low-centre,0,50.0,13.3,2569937,87,0.0,5166,70.3,11.4,50.0,0,50.0,86.7,4,234,shot,1.1,51.1,0.0,51.1,1.1,0
imbabura,delfin,imbabura,2,Leonar Espinoza,miss,assisted,10.7,72.2,0,right-foot,high-right,0,40.3,54.2,2569850,86,0.0,5103,72.2,10.7,59.7,0,59.7,45.8,5,297,shot,0.0,0.0,0.0,0.0,0.0,0
imbabura,delfin,imbabura,2,Erick Mendoza,miss,assisted,26.4,63.1,0,left-foot,close-high-left,0,56.8,56.9,2569834,81,0.0,4827,63.1,26.4,43.2,0,43.2,43.1,10,573,shot,0.0,0.0,0.0,0.0,0.0,0
imbabura,delfin,delfin,2,Juan Manuel Elordi,miss,assisted,25.2,32.2,0,right-foot,close-right,0,41.7,16.7,2569823,80,0.0,4755,32.2,25.2,58.3,0,58.3,83.3,11,645,shot,0.0,0.0,0.0,0.0,0.0,0
imbabura,delfin,delfin,2,Mejia Marcos,save,regular,26.7,58.8,0,right-foot,high-centre,0,50.5,22.8,2569880,79,0.0,4704,58.8,26.7,49.5,0,49.5,77.2,12,696,shot,0.90000000000001,50.7,0.0,50.7,0.90000000000001,0
imbabura,delfin,delfin,2,Mejia Marcos,save,corner,11.2,34.3,0,head,high-centre,0,50.6,24.7,2569849,75,0.0,4495,34.3,11.2,49.4,0,49.4,75.3,16,905,shot,1.2,48.9,0.0,48.9,1.2,0
imbabura,delfin,delfin,2,Juan Manuel Elordi,block,corner,8.8,45.2,0,head,low-centre,0,50.6,19.0,2569811,72,0.0,4288,45.2,8.8,49.4,0,49.4,81.0,19,1112,shot,6.7,46.2,0.0,46.2,6.7,0
imbabura,delfin,imbabura,2,Leonar Espinoza,miss,regular,22.6,62.6,0,left-foot,high-right,0,42.2,66.7,2569799,71,0.0,4206,62.6,22.6,57.8,0,57.8,33.3,20,1194,shot,0.0,0.0,0.0,0.0,0.0,0
imbabura,delfin,delfin,2,Jose Enrique Angulo,post,assisted,10.0,39.7,0,right-foot,high,0,51.0,39.9,2569822,69,0.0,4109,39.7,10.0,49.0,0,49.0,60.1,22,1291,shot,0.0,0.0,0.0,0.0,0.0,0
imbabura,delfin,delfin,2,Erick Zuniga,block,assisted,21.8,66.2,0,left-foot,low-left,0,53.2,19.0,2569794,63,0.0,3756,66.2,21.8,46.8,0,46.8,81.0,28,1644,shot,19.4,64.1,0.0,64.1,19.4,0
imbabura,delfin,delfin,2,Mariano Miño,save,assisted,15.8,31.2,0,right-foot,high-centre,0,50.0,21.5,2569788,62,0.0,3668,31.2,15.8,50.0,0,50.0,78.5,29,1732,shot,0.90000000000001,46.8,0.0,46.8,0.90000000000001,0
imbabura,delfin,imbabura,2,Óscar Pepinos,save,assisted,27.9,61.2,0,left-foot,low-centre,0,50.1,7.6,2569785,54,0.0,3229,61.2,27.9,49.9,0,49.9,92.4,37,2171,shot,2.2,52.0,0.0,52.0,2.2,0
imbabura,delfin,imbabura,2,Erick Mendoza,save,assisted,25.2,63.7,0,left-foot,low-centre,0,50.0,7.6,2569781,54,0.0,3189,63.7,25.2,50.0,0,50.0,92.4,37,2211,shot,1.0,51.3,0.0,51.3,1.0,0
